,province,procedure,wait_time_metric,Data year,metric_result
1568,Manitoba,Knee Replacement,Volume,2011,1049
1569,Manitoba,Radiation Therapy,% meeting benchmark,2011,100
1570,Manitoba,Radiation Therapy,50th percentile,2011,6
1571,Manitoba,Radiation Therapy,90th percentile,2011,23
1572,Manitoba,Radiation Therapy,Volume,2011,1385
1573,Manitoba,Hip Fracture Repair,% meeting benchmark,2011,85
1574,Manitoba,Hip Fracture Repair,50th percentile,2011,22
1575,Manitoba,Hip Fracture Repair,90th percentile,2011,57
1576,Manitoba,Hip Fracture Repair,Volume,2011,612
1577,Manitoba,Cataract Surgery,% meeting benchmark,2011,71
1578,Manitoba,Cataract Surgery,50th percentile,2011,76
1579,Manitoba,Cataract Surgery,90th percentile,2011,169
1580,Manitoba,Cataract Surgery,Volume,2011,4519
1581,Manitoba,MRI Scan,50th percentile,2011,55
1582,Manitoba,MRI Scan,90th percentile,2011,119
1583,Manitoba,MRI Scan,Volume,2011,20652
1584,Manitoba,CT Scan,50th percentile,2011,16
1585,Manitoba,CT Scan,90th percentile,2011,35
1586,Manitoba,CT Scan,Volume,2011,21118
1587,Manitoba,Hip Replacement,% meeting benchmark,2012,56
1588,Manitoba,Hip Replacement,50th percentile,2012,160
1589,Manitoba,Hip Replacement,90th percentile,2012,346
1590,Manitoba,Hip Replacement,Volume,2012,665
1591,Manitoba,Knee Replacement,% meeting benchmark,2012,46
1592,Manitoba,Knee Replacement,50th percentile,2012,198
1593,Manitoba,Knee Replacement,90th percentile,2012,397
1594,Manitoba,Knee Replacement,Volume,2012,1015
1595,Manitoba,Radiation Therapy,% meeting benchmark,2012,100
1596,Manitoba,Radiation Therapy,50th percentile,2012,6
1597,Manitoba,Radiation Therapy,90th percentile,2012,22
1598,Manitoba,Radiation Therapy,Volume,2012,1550
1599,Manitoba,Hip Fracture Repair,% meeting benchmark,2012,86
1600,Manitoba,Hip Fracture Repair,50th percentile,2012,20
1601,Manitoba,Hip Fracture Repair,90th percentile,2012,63
1602,Manitoba,Hip Fracture Repair,Volume,2012,585
1603,Manitoba,Cataract Surgery,% meeting benchmark,2012,61
1604,Manitoba,Cataract Surgery,50th percentile,2012,87
1605,Manitoba,Cataract Surgery,90th percentile,2012,257
1606,Manitoba,Cataract Surgery,Volume,2012,4541
1607,Manitoba,CABG,50th percentile,2012,12
1608,Manitoba,CABG,90th percentile,2012,67
1609,Manitoba,CABG,Volume,2012,232
1610,Manitoba,MRI Scan,50th percentile,2012,43
1611,Manitoba,MRI Scan,90th percentile,2012,99
1612,Manitoba,MRI Scan,Volume,2012,23036
1613,Manitoba,CT Scan,50th percentile,2012,16
1614,Manitoba,CT Scan,90th percentile,2012,41
1615,Manitoba,CT Scan,Volume,2012,26202
1616,Manitoba,Hip Replacement,% meeting benchmark,2013,68
1617,Manitoba,Hip Replacement,50th percentile,2013,119
1618,Manitoba,Hip Replacement,90th percentile,2013,299
1619,Manitoba,Hip Replacement,Volume,2013,628
1620,Manitoba,Knee Replacement,% meeting benchmark,2013,58
1621,Manitoba,Knee Replacement,50th percentile,2013,157
1622,Manitoba,Knee Replacement,90th percentile,2013,344
1623,Manitoba,Knee Replacement,Volume,2013,1127
1624,Manitoba,Radiation Therapy,% meeting benchmark,2013,100
1625,Manitoba,Radiation Therapy,50th percentile,2013,7
1626,Manitoba,Radiation Therapy,90th percentile,2013,22
1627,Manitoba,Radiation Therapy,Volume,2013,1563
1628,Manitoba,Hip Fracture Repair,% meeting benchmark,2013,89
1629,Manitoba,Hip Fracture Repair,50th percentile,2013,20
1630,Manitoba,Hip Fracture Repair,90th percentile,2013,50
1631,Manitoba,Hip Fracture Repair,Volume,2013,557
1632,Manitoba,Cataract Surgery,% meeting benchmark,2013,62
1633,Manitoba,Cataract Surgery,50th percentile,2013,86
1634,Manitoba,Cataract Surgery,90th percentile,2013,247
1635,Manitoba,Cataract Surgery,Volume,2013,4975
1636,Manitoba,CABG,50th percentile,2013,11
1637,Manitoba,CABG,90th percentile,2013,94
1638,Manitoba,CABG,Volume,2013,213
1639,Manitoba,MRI Scan,50th percentile,2013,70
1640,Manitoba,MRI Scan,90th percentile,2013,127
1641,Manitoba,MRI Scan,Volume,2013,23848
1642,Manitoba,CT Scan,50th percentile,2013,18
1643,Manitoba,CT Scan,90th percentile,2013,47
1644,Manitoba,CT Scan,Volume,2013,33268
1645,Manitoba,Breast Cancer Surgery,50th percentile,2013,27
1646,Manitoba,Breast Cancer Surgery,90th percentile,2013,49
1647,Manitoba,Breast Cancer Surgery,Volume,2013,278
1648,Manitoba,Lung Cancer Surgery,50th percentile,2013,19
1649,Manitoba,Lung Cancer Surgery,90th percentile,2013,42
1650,Manitoba,Lung Cancer Surgery,Volume,2013,207
1651,Manitoba,Hip Replacement,% meeting benchmark,2014,71
1652,Manitoba,Hip Replacement,50th percentile,2014,104
1653,Manitoba,Hip Replacement,90th percentile,2014,248
1654,Manitoba,Hip Replacement,Volume,2014,660
1655,Manitoba,Knee Replacement,% meeting benchmark,2014,71
1656,Manitoba,Knee Replacement,50th percentile,2014,112
1657,Manitoba,Knee Replacement,90th percentile,2014,274
1658,Manitoba,Knee Replacement,Volume,2014,1058
1659,Manitoba,Radiation Therapy,% meeting benchmark,2014,100
1660,Manitoba,Radiation Therapy,50th percentile,2014,7
1661,Manitoba,Radiation Therapy,90th percentile,2014,21
1662,Manitoba,Radiation Therapy,Volume,2014,1564
1663,Manitoba,Hip Fracture Repair,% meeting benchmark,2014,91
1664,Manitoba,Hip Fracture Repair,50th percentile,2014,20
1665,Manitoba,Hip Fracture Repair,90th percentile,2014,47
1666,Manitoba,Hip Fracture Repair,Volume,2014,487
1667,Manitoba,Cataract Surgery,% meeting benchmark,2014,63
1668,Manitoba,Cataract Surgery,50th percentile,2014,78
1669,Manitoba,Cataract Surgery,90th percentile,2014,205
1670,Manitoba,Cataract Surgery,Volume,2014,4292
1671,Manitoba,CABG,50th percentile,2014,12
1672,Manitoba,CABG,90th percentile,2014,121
1673,Manitoba,CABG,Volume,2014,203
1674,Manitoba,MRI Scan,50th percentile,2014,82
1675,Manitoba,MRI Scan,90th percentile,2014,167
1676,Manitoba,MRI Scan,Volume,2014,26505
1677,Manitoba,CT Scan,50th percentile,2014,16
1678,Manitoba,CT Scan,90th percentile,2014,40
1679,Manitoba,CT Scan,Volume,2014,35046
1680,Manitoba,Breast Cancer Surgery,50th percentile,2014,22
1681,Manitoba,Breast Cancer Surgery,90th percentile,2014,43
1682,Manitoba,Breast Cancer Surgery,Volume,2014,252
1683,Manitoba,Lung Cancer Surgery,50th percentile,2014,20
1684,Manitoba,Lung Cancer Surgery,90th percentile,2014,35
1685,Manitoba,Lung Cancer Surgery,Volume,2014,147
1686,Manitoba,Hip Replacement,% meeting benchmark,2015,69
1687,Manitoba,Hip Replacement,50th percentile,2015,118
1688,Manitoba,Hip Replacement,90th percentile,2015,339
1689,Manitoba,Hip Replacement,Volume,2015,633
1690,Manitoba,Knee Replacement,% meeting benchmark,2015,64
1691,Manitoba,Knee Replacement,50th percentile,2015,138
1692,Manitoba,Knee Replacement,90th percentile,2015,363
1693,Manitoba,Knee Replacement,Volume,2015,1000
1694,Manitoba,Radiation Therapy,% meeting benchmark,2015,100
1695,Manitoba,Radiation Therapy,50th percentile,2015,7
1696,Manitoba,Radiation Therapy,90th percentile,2015,22
1697,Manitoba,Radiation Therapy,Volume,2015,1607
1698,Manitoba,Hip Fracture Repair,% meeting benchmark,2015,92
1699,Manitoba,Hip Fracture Repair,50th percentile,2015,19
1700,Manitoba,Hip Fracture Repair,90th percentile,2015,46
1701,Manitoba,Hip Fracture Repair,Volume,2015,543
1702,Manitoba,Cataract Surgery,% meeting benchmark,2015,41
1703,Manitoba,Cataract Surgery,50th percentile,2015,122
1704,Manitoba,Cataract Surgery,90th percentile,2015,239
1705,Manitoba,Cataract Surgery,Volume,2015,3173
1706,Manitoba,CABG,50th percentile,2015,9
1707,Manitoba,CABG,90th percentile,2015,40
1708,Manitoba,CABG,Volume,2015,217
1709,Manitoba,MRI Scan,50th percentile,2015,99
1710,Manitoba,MRI Scan,90th percentile,2015,189
1711,Manitoba,MRI Scan,Volume,2015,21277
1712,Manitoba,CT Scan,50th percentile,2015,18
1713,Manitoba,CT Scan,90th percentile,2015,28
1714,Manitoba,CT Scan,Volume,2015,22292
1715,Manitoba,Breast Cancer Surgery,50th percentile,2015,27
1716,Manitoba,Breast Cancer Surgery,90th percentile,2015,46
1717,Manitoba,Breast Cancer Surgery,Volume,2015,253
1718,Manitoba,Lung Cancer Surgery,50th percentile,2015,24
1719,Manitoba,Lung Cancer Surgery,90th percentile,2015,34
1720,Manitoba,Lung Cancer Surgery,Volume,2015,73
1721,Manitoba,Hip Replacement,% meeting benchmark,2016,66
1722,Manitoba,Hip Replacement,50th percentile,2016,136
1723,Manitoba,Hip Replacement,90th percentile,2016,348
1724,Manitoba,Hip Replacement,Volume,2016,697
1725,Manitoba,Knee Replacement,% meeting benchmark,2016,58
1726,Manitoba,Knee Replacement,50th percentile,2016,160
1727,Manitoba,Knee Replacement,90th percentile,2016,412
1728,Manitoba,Knee Replacement,Volume,2016,1084
1729,Manitoba,Radiation Therapy,% meeting benchmark,2016,100
1730,Manitoba,Radiation Therapy,50th percentile,2016,10
1731,Manitoba,Radiation Therapy,90th percentile,2016,22
1732,Manitoba,Radiation Therapy,Volume,2016,1503
1733,Manitoba,Hip Fracture Repair,% meeting benchmark,2016,91
1734,Manitoba,Hip Fracture Repair,50th percentile,2016,19
1735,Manitoba,Hip Fracture Repair,90th percentile,2016,45
1736,Manitoba,Hip Fracture Repair,Volume,2016,575
1737,Manitoba,Cataract Surgery,% meeting benchmark,2016,34
1738,Manitoba,Cataract Surgery,50th percentile,2016,148
1739,Manitoba,Cataract Surgery,90th percentile,2016,289
1740,Manitoba,Cataract Surgery,Volume,2016,2915
1741,Manitoba,CABG,50th percentile,2016,9
1742,Manitoba,CABG,90th percentile,2016,45
1743,Manitoba,CABG,Volume,2016,203
1744,Manitoba,MRI Scan,50th percentile,2016,110
1745,Manitoba,MRI Scan,90th percentile,2016,196
1746,Manitoba,MRI Scan,Volume,2016,26183
1747,Manitoba,CT Scan,50th percentile,2016,21
1748,Manitoba,CT Scan,90th percentile,2016,79
1749,Manitoba,CT Scan,Volume,2016,40439
1750,Manitoba,Breast Cancer Surgery,50th percentile,2016,23
1751,Manitoba,Breast Cancer Surgery,90th percentile,2016,40
1752,Manitoba,Breast Cancer Surgery,Volume,2016,147
1753,Manitoba,Lung Cancer Surgery,50th percentile,2016,25
1754,Manitoba,Lung Cancer Surgery,90th percentile,2016,47
1755,Manitoba,Lung Cancer Surgery,Volume,2016,116
1756,Manitoba,Hip Replacement,% meeting benchmark,2017,53
1757,Manitoba,Hip Replacement,50th percentile,2017,169
1758,Manitoba,Hip Replacement,90th percentile,2017,414
1759,Manitoba,Hip Replacement,Volume,2017,710
1760,Manitoba,Knee Replacement,% meeting benchmark,2017,43
1761,Manitoba,Knee Replacement,50th percentile,2017,203
1762,Manitoba,Knee Replacement,90th percentile,2017,435
1763,Manitoba,Knee Replacement,Volume,2017,1148
1764,Manitoba,Radiation Therapy,% meeting benchmark,2017,100
1765,Manitoba,Radiation Therapy,50th percentile,2017,12
1766,Manitoba,Radiation Therapy,90th percentile,2017,25
1767,Manitoba,Radiation Therapy,Volume,2017,1656
1768,Manitoba,Hip Fracture Repair,% meeting benchmark,2017,93.29710145
1769,Manitoba,Hip Fracture Repair,50th percentile,2017,19.58333333
1770,Manitoba,Hip Fracture Repair,90th percentile,2017,42.43333333
1771,Manitoba,Hip Fracture Repair,Volume,2017,552
1772,Manitoba,Cataract Surgery,% meeting benchmark,2017,32
1773,Manitoba,Cataract Surgery,50th percentile,2017,155
1774,Manitoba,Cataract Surgery,90th percentile,2017,409
1775,Manitoba,Cataract Surgery,Volume,2017,3076
1776,Manitoba,CABG,50th percentile,2017,9
1777,Manitoba,CABG,90th percentile,2017,41
1778,Manitoba,CABG,Volume,2017,218
1779,Manitoba,MRI Scan,50th percentile,2017,76
1780,Manitoba,MRI Scan,90th percentile,2017,219
1781,Manitoba,MRI Scan,Volume,2017,33945
1782,Manitoba,CT Scan,50th percentile,2017,19
1783,Manitoba,CT Scan,90th percentile,2017,77
1784,Manitoba,CT Scan,Volume,2017,46568
1785,Manitoba,Breast Cancer Surgery,50th percentile,2017,21
1786,Manitoba,Breast Cancer Surgery,90th percentile,2017,43
1787,Manitoba,Breast Cancer Surgery,Volume,2017,142
1788,Manitoba,Lung Cancer Surgery,50th percentile,2017,24
1789,Manitoba,Lung Cancer Surgery,90th percentile,2017,41
1790,Manitoba,Lung Cancer Surgery,Volume,2017,89
1791,Manitoba,Hip Replacement,% meeting benchmark,2018,49
1792,Manitoba,Hip Replacement,50th percentile,2018,186
1793,Manitoba,Hip Replacement,90th percentile,2018,413
1794,Manitoba,Hip Replacement,Volume,2018,748
1795,Manitoba,Knee Replacement,% meeting benchmark,2018,37
1796,Manitoba,Knee Replacement,50th percentile,2018,230
1797,Manitoba,Knee Replacement,90th percentile,2018,451
1798,Manitoba,Knee Replacement,Volume,2018,1258
1799,Manitoba,Radiation Therapy,% meeting benchmark,2018,100
1800,Manitoba,Radiation Therapy,50th percentile,2018,9
1801,Manitoba,Radiation Therapy,90th percentile,2018,25
1802,Manitoba,Radiation Therapy,Volume,2018,1741
1803,Manitoba,Hip Fracture Repair,% meeting benchmark,2018,92.12880143
1804,Manitoba,Hip Fracture Repair,50th percentile,2018,18.56666667
1805,Manitoba,Hip Fracture Repair,90th percentile,2018,43.15
1806,Manitoba,Hip Fracture Repair,Volume,2018,559
1807,Manitoba,Cataract Surgery,% meeting benchmark,2018,29
1808,Manitoba,Cataract Surgery,50th percentile,2018,167
1809,Manitoba,Cataract Surgery,90th percentile,2018,378
1810,Manitoba,Cataract Surgery,Volume,2018,2962
1811,Manitoba,CABG,50th percentile,2018,8
1812,Manitoba,CABG,90th percentile,2018,34
1813,Manitoba,CABG,Volume,2018,182
1814,Manitoba,MRI Scan,50th percentile,2018,56
1815,Manitoba,MRI Scan,90th percentile,2018,156
1816,Manitoba,MRI Scan,Volume,2018,38745
1817,Manitoba,CT Scan,50th percentile,2018,20
1818,Manitoba,CT Scan,90th percentile,2018,76
1819,Manitoba,CT Scan,Volume,2018,52503
1820,Manitoba,Breast Cancer Surgery,50th percentile,2018,22
1821,Manitoba,Breast Cancer Surgery,90th percentile,2018,46
1822,Manitoba,Breast Cancer Surgery,Volume,2018,236
1823,Manitoba,Lung Cancer Surgery,50th percentile,2018,24
1824,Manitoba,Lung Cancer Surgery,90th percentile,2018,58
1825,Manitoba,Lung Cancer Surgery,Volume,2018,159
1826,Manitoba,Breast Cancer Surgery,50th percentile,2019,28
1827,Manitoba,Breast Cancer Surgery,90th percentile,2019,59
1828,Manitoba,Breast Cancer Surgery,Volume,2019,207
1829,Manitoba,CABG,50th percentile,2019,8
1830,Manitoba,CABG,90th percentile,2019,76
1831,Manitoba,CABG,Volume,2019,205
1832,Manitoba,Cataract Surgery,% meeting benchmark,2019,33
1833,Manitoba,Cataract Surgery,50th percentile,2019,162
1834,Manitoba,Cataract Surgery,90th percentile,2019,422
1835,Manitoba,Cataract Surgery,Volume,2019,3769
1836,Manitoba,CT Scan,50th percentile,2019,23
1837,Manitoba,CT Scan,90th percentile,2019,80
1838,Manitoba,CT Scan,Volume,2019,54206
1839,Manitoba,Hip Fracture Repair,% meeting benchmark,2019,93.08072488
1840,Manitoba,Hip Fracture Repair,50th percentile,2019,18.96666667
1841,Manitoba,Hip Fracture Repair,90th percentile,2019,43.9
1842,Manitoba,Hip Fracture Repair,Volume,2019,607
1843,Manitoba,Hip Replacement,% meeting benchmark,2019,55
1844,Manitoba,Hip Replacement,50th percentile,2019,163
1845,Manitoba,Hip Replacement,90th percentile,2019,368
1846,Manitoba,Hip Replacement,Volume,2019,842
1847,Manitoba,Knee Replacement,% meeting benchmark,2019,46
1848,Manitoba,Knee Replacement,50th percentile,2019,203
1849,Manitoba,Knee Replacement,90th percentile,2019,418
1850,Manitoba,Knee Replacement,Volume,2019,1372
1851,Manitoba,Lung Cancer Surgery,50th percentile,2019,34
1852,Manitoba,Lung Cancer Surgery,90th percentile,2019,58
1853,Manitoba,Lung Cancer Surgery,Volume,2019,163
1854,Manitoba,MRI Scan,50th percentile,2019,55
1855,Manitoba,MRI Scan,90th percentile,2019,133
1856,Manitoba,MRI Scan,Volume,2019,37810
1857,Manitoba,Radiation Therapy,% meeting benchmark,2019,100
1858,Manitoba,Radiation Therapy,50th percentile,2019,9
1859,Manitoba,Radiation Therapy,90th percentile,2019,26
1860,Manitoba,Radiation Therapy,Volume,2019,1804
1861,Manitoba,Breast Cancer Surgery,50th percentile,2020,22
1862,Manitoba,Breast Cancer Surgery,90th percentile,2020,67
1863,Manitoba,Breast Cancer Surgery,Volume,2020,199
1864,Manitoba,CABG,50th percentile,2020,7
1865,Manitoba,CABG,90th percentile,2020,41
1866,Manitoba,CABG,Volume,2020,165
1867,Manitoba,Cataract Surgery,% meeting benchmark,2020,21
1868,Manitoba,Cataract Surgery,50th percentile,2020,214
1869,Manitoba,Cataract Surgery,90th percentile,2020,448
1870,Manitoba,Cataract Surgery,Volume,2020,2646
1871,Manitoba,CT Scan,50th percentile,2020,21
1872,Manitoba,CT Scan,90th percentile,2020,114
1873,Manitoba,CT Scan,Volume,2020,43330
1874,Manitoba,Hip Fracture Repair,% meeting benchmark,2020,91.47540984
1875,Manitoba,Hip Fracture Repair,50th percentile,2020,17.65
1876,Manitoba,Hip Fracture Repair,90th percentile,2020,44.70833333
1877,Manitoba,Hip Fracture Repair,Volume,2020,610
1878,Manitoba,Hip Replacement,% meeting benchmark,2020,47
1879,Manitoba,Hip Replacement,50th percentile,2020,196
1880,Manitoba,Hip Replacement,90th percentile,2020,389
1881,Manitoba,Hip Replacement,Volume,2020,719
1882,Manitoba,Knee Replacement,% meeting benchmark,2020,37
1883,Manitoba,Knee Replacement,50th percentile,2020,238
1884,Manitoba,Knee Replacement,90th percentile,2020,463
1885,Manitoba,Knee Replacement,Volume,2020,1150
1886,Manitoba,Lung Cancer Surgery,50th percentile,2020,25
1887,Manitoba,Lung Cancer Surgery,90th percentile,2020,75
1888,Manitoba,Lung Cancer Surgery,Volume,2020,127
1889,Manitoba,MRI Scan,50th percentile,2020,83
1890,Manitoba,MRI Scan,90th percentile,2020,204
1891,Manitoba,MRI Scan,Volume,2020,27630
1892,Manitoba,Radiation Therapy,% meeting benchmark,2020,100
1893,Manitoba,Radiation Therapy,50th percentile,2020,9
1894,Manitoba,Radiation Therapy,90th percentile,2020,24
1895,Manitoba,Radiation Therapy,Volume,2020,1850
1896,Manitoba,Hip Replacement,% meeting benchmark,2021,55
1897,Manitoba,Hip Replacement,50th percentile,2021,169
1898,Manitoba,Hip Replacement,90th percentile,2021,444
1899,Quebec,Hip Replacement,Volume,2021,3495
1900,Manitoba,Knee Replacement,% meeting benchmark,2021,38
1901,Manitoba,Knee Replacement,50th percentile,2021,237
1902,Manitoba,Knee Replacement,90th percentile,2021,566
1903,Saskatchewan,Hip Replacement,Volume,2021,687
1904,Manitoba,Radiation Therapy,% meeting benchmark,2021,100
1905,Manitoba,Radiation Therapy,50th percentile,2021,13
1906,Manitoba,Radiation Therapy,90th percentile,2021,23
1907,Manitoba,Radiation Therapy,Volume,2021,1780
1908,Manitoba,Hip Fracture Repair,% meeting benchmark,2021,89.09710392
1909,Manitoba,Hip Fracture Repair,50th percentile,2021,20.23333333
1910,Manitoba,Hip Fracture Repair,90th percentile,2021,50.7
1911,Manitoba,Hip Fracture Repair,Volume,2021,587
1912,Manitoba,Cataract Surgery,% meeting benchmark,2021,39
1913,Manitoba,Cataract Surgery,50th percentile,2021,141
1914,Manitoba,Cataract Surgery,90th percentile,2021,516
1915,Manitoba,Cataract Surgery,Volume,2021,3031
1916,Manitoba,CABG,50th percentile,2021,7
1917,Manitoba,CABG,90th percentile,2021,65
1918,Manitoba,CABG,Volume,2021,149
1919,Manitoba,MRI Scan,50th percentile,2021,66
1920,Manitoba,MRI Scan,90th percentile,2021,220
1921,Manitoba,MRI Scan,Volume,2021,38298
1922,Manitoba,CT Scan,50th percentile,2021,28
1923,Manitoba,CT Scan,90th percentile,2021,112
1924,Manitoba,CT Scan,Volume,2021,58051
1925,Manitoba,Breast Cancer Surgery,50th percentile,2021,21
1926,Manitoba,Breast Cancer Surgery,90th percentile,2021,57
1927,Manitoba,Breast Cancer Surgery,Volume,2021,341
1928,Manitoba,Lung Cancer Surgery,50th percentile,2021,22
1929,Manitoba,Lung Cancer Surgery,90th percentile,2021,47
1930,Manitoba,Lung Cancer Surgery,Volume,2021,104
1931,Alberta,Knee Replacement,Volume,2021,2864
1932,British Columbia,Knee Replacement,Volume,2021,4604
1933,New Brunswick,Hip Replacement,% meeting benchmark,2008,66
1934,New Brunswick,Hip Replacement,50th percentile,2008,140
1935,New Brunswick,Hip Replacement,90th percentile,2008,309
1936,New Brunswick,Hip Replacement,Volume,2008,300
1937,New Brunswick,Knee Replacement,% meeting benchmark,2008,55
1938,New Brunswick,Knee Replacement,50th percentile,2008,167
1939,New Brunswick,Knee Replacement,90th percentile,2008,408
1940,New Brunswick,Knee Replacement,Volume,2008,538
1941,New Brunswick,Radiation Therapy,% meeting benchmark,2008,94
1942,New Brunswick,Cataract Surgery,% meeting benchmark,2008,74
1943,New Brunswick,Cataract Surgery,50th percentile,2008,57
1944,New Brunswick,Cataract Surgery,90th percentile,2008,194
1945,New Brunswick,Cataract Surgery,Volume,2008,4460
1946,New Brunswick,CABG,% meeting benchmark,2008,95
1947,New Brunswick,CABG,50th percentile,2008,3
1948,New Brunswick,CABG,90th percentile,2008,131
1949,New Brunswick,CABG,Volume,2008,214
1950,New Brunswick,Hip Replacement,% meeting benchmark,2009,76
1951,New Brunswick,Hip Replacement,50th percentile,2009,94
1952,New Brunswick,Hip Replacement,90th percentile,2009,250
1953,New Brunswick,Hip Replacement,Volume,2009,315
1954,New Brunswick,Knee Replacement,% meeting benchmark,2009,63
1955,New Brunswick,Knee Replacement,50th percentile,2009,137
1956,New Brunswick,Knee Replacement,90th percentile,2009,340
1957,New Brunswick,Knee Replacement,Volume,2009,575
1958,New Brunswick,Radiation Therapy,% meeting benchmark,2009,92
1959,New Brunswick,Hip Fracture Repair,% meeting benchmark,2009,82
1960,New Brunswick,Hip Fracture Repair,50th percentile,2009,19
1961,New Brunswick,Hip Fracture Repair,90th percentile,2009,69
1962,New Brunswick,Hip Fracture Repair,Volume,2009,323
1963,New Brunswick,Cataract Surgery,% meeting benchmark,2009,84
1964,New Brunswick,Cataract Surgery,50th percentile,2009,45
1965,New Brunswick,Cataract Surgery,90th percentile,2009,135
1966,New Brunswick,Cataract Surgery,Volume,2009,4634
1967,New Brunswick,CABG,% meeting benchmark,2009,98
1968,New Brunswick,CABG,50th percentile,2009,6
1969,New Brunswick,CABG,90th percentile,2009,111
1970,New Brunswick,CABG,Volume,2009,218
1971,New Brunswick,CABG,% meeting benchmark,2010,100
1972,New Brunswick,CABG,50th percentile,2010,5
1973,New Brunswick,CABG,90th percentile,2010,63
1974,New Brunswick,CABG,Volume,2010,234
1975,New Brunswick,Hip Replacement,% meeting benchmark,2010,79
1976,New Brunswick,Hip Replacement,50th percentile,2010,86
1977,New Brunswick,Hip Replacement,90th percentile,2010,232
1978,New Brunswick,Hip Replacement,Volume,2010,312
1979,New Brunswick,Knee Replacement,% meeting benchmark,2010,67
1980,New Brunswick,Knee Replacement,50th percentile,2010,119
1981,New Brunswick,Knee Replacement,90th percentile,2010,314
1982,New Brunswick,Knee Replacement,Volume,2010,543
1983,New Brunswick,Radiation Therapy,% meeting benchmark,2010,87
1984,New Brunswick,Radiation Therapy,Volume,2010,1147
1985,New Brunswick,Hip Fracture Repair,% meeting benchmark,2010,78
1986,New Brunswick,Hip Fracture Repair,50th percentile,2010,21
1987,New Brunswick,Hip Fracture Repair,90th percentile,2010,79
1988,New Brunswick,Hip Fracture Repair,Volume,2010,355
1989,New Brunswick,Cataract Surgery,% meeting benchmark,2010,89
1990,New Brunswick,Cataract Surgery,50th percentile,2010,44
1991,New Brunswick,Cataract Surgery,90th percentile,2010,119
1992,New Brunswick,Cataract Surgery,Volume,2010,4712
1993,New Brunswick,CABG,% meeting benchmark,2011,99
1994,New Brunswick,CABG,50th percentile,2011,7
1995,New Brunswick,CABG,90th percentile,2011,57
1996,New Brunswick,CABG,Volume,2011,204
1997,New Brunswick,Hip Replacement,% meeting benchmark,2011,72
1998,New Brunswick,Hip Replacement,50th percentile,2011,120
1999,New Brunswick,Hip Replacement,90th percentile,2011,327
2000,New Brunswick,Hip Replacement,Volume,2011,375
2001,New Brunswick,Knee Replacement,% meeting benchmark,2011,53
2002,New Brunswick,Knee Replacement,50th percentile,2011,172
2003,New Brunswick,Knee Replacement,90th percentile,2011,389
2004,New Brunswick,Knee Replacement,Volume,2011,684
2005,New Brunswick,Radiation Therapy,% meeting benchmark,2011,95
2006,New Brunswick,Radiation Therapy,Volume,2011,1194
2007,New Brunswick,Hip Fracture Repair,% meeting benchmark,2011,83
2008,New Brunswick,Hip Fracture Repair,50th percentile,2011,20
2009,New Brunswick,Hip Fracture Repair,90th percentile,2011,66
2010,New Brunswick,Hip Fracture Repair,Volume,2011,344
2011,New Brunswick,Cataract Surgery,% meeting benchmark,2011,85
2012,New Brunswick,Cataract Surgery,50th percentile,2011,35
2013,New Brunswick,Cataract Surgery,90th percentile,2011,158
2014,New Brunswick,Cataract Surgery,Volume,2011,5108
2015,New Brunswick,Hip Replacement,% meeting benchmark,2012,72
2016,New Brunswick,Hip Replacement,50th percentile,2012,112
2017,New Brunswick,Hip Replacement,90th percentile,2012,290
2018,New Brunswick,Hip Replacement,Volume,2012,369
2019,New Brunswick,Knee Replacement,% meeting benchmark,2012,61
2020,New Brunswick,Knee Replacement,50th percentile,2012,143
2021,New Brunswick,Knee Replacement,90th percentile,2012,340
2022,New Brunswick,Knee Replacement,Volume,2012,665
2023,New Brunswick,Radiation Therapy,% meeting benchmark,2012,94
2024,New Brunswick,Radiation Therapy,50th percentile,2012,7
2025,New Brunswick,Radiation Therapy,90th percentile,2012,24
2026,New Brunswick,Radiation Therapy,Volume,2012,1023
2027,New Brunswick,Hip Fracture Repair,% meeting benchmark,2012,80
2028,New Brunswick,Hip Fracture Repair,50th percentile,2012,19
2029,New Brunswick,Hip Fracture Repair,90th percentile,2012,72
2030,New Brunswick,Hip Fracture Repair,Volume,2012,343
2031,New Brunswick,Cataract Surgery,% meeting benchmark,2012,85
2032,New Brunswick,Cataract Surgery,50th percentile,2012,33
2033,New Brunswick,Cataract Surgery,90th percentile,2012,160
2034,New Brunswick,Cataract Surgery,Volume,2012,4948
2035,New Brunswick,CABG,50th percentile,2012,5
2036,New Brunswick,CABG,90th percentile,2012,52
2037,New Brunswick,CABG,Volume,2012,189
2038,New Brunswick,Hip Replacement,% meeting benchmark,2013,69
2039,New Brunswick,Hip Replacement,50th percentile,2013,109
2040,New Brunswick,Hip Replacement,90th percentile,2013,336
2041,New Brunswick,Hip Replacement,Volume,2013,389
2042,New Brunswick,Knee Replacement,% meeting benchmark,2013,60
2043,New Brunswick,Knee Replacement,50th percentile,2013,143
2044,New Brunswick,Knee Replacement,90th percentile,2013,352
2045,New Brunswick,Knee Replacement,Volume,2013,682
2046,New Brunswick,Radiation Therapy,% meeting benchmark,2013,97
2047,New Brunswick,Radiation Therapy,50th percentile,2013,7
2048,New Brunswick,Radiation Therapy,90th percentile,2013,20
2049,New Brunswick,Radiation Therapy,Volume,2013,1052
2050,New Brunswick,Hip Fracture Repair,% meeting benchmark,2013,84
